center,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7
IND572101AAA,3.522332,0.0,2.4781525,0.0,3.1723387,0.0,0.0,3.40438
IND689101AAA,2.4590034,0.0,1.7241777,0.0,2.0343692,0.0,0.0,2.1658795
IND462021AAA,0.14622697,0.0,0.24684155,0.0,0.2980378,0.0,0.0,0.1075312
IND560058AAD,2.910639,0.0,1.6170658,0.0,2.7666728,0.0,0.0,2.9017494
IND581303AAA,2.8761392,0.0,2.011064,0.0,2.4672408,0.0,0.0,2.5566673
IND577132AAD,3.4345374,0.0,2.6715639,0.0,3.256252,0.2981666,0.0,3.1372893
IND695541AAA,2.6755502,0.0,2.000603,0.0,2.3728912,0.0,0.0,2.4630225
IND450331AAA,4.2187304,0.0,3.4105113,0.0,4.086585,0.8537322,0.0,3.7877648
IND689503AAB,3.5254834,0.0,2.4567065,0.0,3.1416724,0.0,0.0,3.231222
IND251201AAA,5.15027,0.0,3.5979125,0.0,4.531567,0.0,0.0,4.6612654
IND201005AAA,7.8391843,0.0,6.0116587,0.0,7.388385,0.8016241,0.0,7.129434
IND500032AAA,0.18415192,0.0,0.12991235,0.0,0.22023693,0.0,0.0,0.13213274
IND562132AAC,1.3658829,0.0,0.0,0.0,0.18780869,0.0,0.0,0.29618964
IND140118AAA,3.1157496,0.0,1.5370984,0.0,2.7876868,0.0,0.0,2.8845258
IND563125AAB,2.4334536,0.0,2.1591363,0.0,2.4271433,0.0,0.0,2.4226153
IND802301AAA,4.0599313,0.0,3.2779524,0.45000786,3.7324765,1.2643447,0.0,3.4879386
IND341030AAA,3.0281227,0.0,2.3704383,0.0,2.8657048,0.25680718,0.0,2.7664692
IND209111AAA,1.3517734,0.0,1.1896394,0.0,1.4949893,0.0,0.0,1.2801517
IND362720AAA,3.829203,0.0,3.0273902,0.0,3.6014771,0.7043213,0.0,3.419169
IND221401AAA,23.02135,0.0,19.204151,4.93915,21.542416,9.961898,0.0,19.86628
IND562159AAA,0.18649514,0.0,0.126041,0.0,0.21876451,0.0,0.0,0.13538092
IND486889AAA,3.9711182,0.0,3.0405138,0.0,3.48544,0.65262884,0.0,3.394801
IND741121AAA,0.17023215,0.0,0.20399404,0.0,0.2558171,0.0,0.0,0.09113524
IND736135AAA,2.8604803,0.0,2.1413884,0.0,2.4277537,0.13308614,0.0,2.424075
IND473226AAA,3.482354,0.0,2.4800146,0.0,3.0216832,0.0,0.0,3.1100905
IND464668AAA,3.9474018,0.0,2.8086545,0.0,3.6723948,0.0,0.0,3.7063365
IND770017AAB,2.1713111,0.0,1.9834524,0.0,2.6046414,0.0,0.0,2.1337366
IND627811AAA,2.2373426,0.0,1.7690812,0.0,2.2621377,0.0,0.0,2.1068017
IND624703AAA,3.500244,0.0,2.9589832,0.0,3.4939477,0.41497967,0.0,3.2247474
IND335524AAA,2.718903,0.0,2.2052248,0.0,2.8474603,0.0,0.0,2.7182503
IND431517AAB,4.7262597,0.0,3.199074,0.0,4.4269276,0.0,0.0,4.425032
IND518206AAA,17.120316,0.0,14.034513,2.1877134,15.910855,6.2337914,0.0,14.757466
IND145001AAA,9.098245,0.0,7.2441807,1.3421004,8.097474,3.2944915,0.0,7.6560354
IND201304AAA,9.694049,0.0,7.9716334,0.7169085,9.199037,3.0071878,0.0,8.466352
IND721139AAC,2.9551885,0.0,2.289538,0.0,2.5986526,0.0,0.0,2.6216605
IND395006AAA,2.657064,0.0,2.4892843,0.0,3.3200266,0.0,0.0,2.586161
IND152123AAA,2.7091506,0.0,2.1179125,0.0,2.7485814,0.0,0.0,2.5869038
IND733210AAA,2.4518244,0.0,2.3016093,0.0,2.644156,0.47754753,0.0,2.365029
IND477001AAA,3.0907357,0.0,2.318279,0.0,3.0558503,0.0,0.0,2.9589863
IND401104AAB,4.907227,0.0,2.7563608,0.0,4.357652,0.0,0.0,4.5833864
IND712103AAA,4.948219,0.0,3.947553,0.0,4.6665044,0.35224116,0.0,4.4653096
IND533401AAA,3.191388,0.0,2.3029811,0.0,2.9330375,0.0,0.0,2.9183853
IND302022AAD,3.8736262,0.0,0.0,0.0,2.759331,0.0,0.0,2.840233
IND411048AAA,11.708954,0.0,9.654856,0.9758584,11.318914,4.225356,0.0,10.200443
IND344001AAA,2.8269122,0.0,1.8152763,0.0,1.9999646,0.0,0.0,2.3521366
IND781335AAA,4.7183814,0.0,3.8311179,0.34067893,4.472792,1.4369537,0.0,4.093655
IND854105AAB,4.318602,0.0,3.2009256,0.0,3.8947165,0.0,0.0,3.8792028
IND441603AAA,3.6681242,0.0,3.0943775,0.0,3.507971,0.71248597,0.0,3.3107736
IND246701AAA,2.3866897,0.0,1.9269756,0.0,2.337859,0.17566898,0.0,2.1707208
IND577432AAA,3.6801465,0.0,2.9361994,0.0,3.5280411,0.5831657,0.0,3.3257718
IND244713AAA,3.7491624,0.0,2.9824727,0.0,3.4692328,0.0,0.0,3.539708
IND683565AAA,2.039952,0.0,1.2589864,0.0,1.6869808,0.0,0.0,1.8510411
IND305404AAA,2.9856691,0.0,2.258589,0.0,2.7960289,0.0,0.0,2.6865098
IND480886AAA,3.6506398,0.0,2.7559633,0.0,3.4335175,0.0,0.0,3.297079
IND516390AAA,2.5655615,0.0,1.9382387,0.0,2.522728,0.0,0.0,2.4460413
IND844101AAB,0.2858411,0.0,0.10027934,0.0,0.11335755,0.0,0.0,0.25340104
IND635601AAB,3.1636024,0.0,2.3638594,0.0,2.8560953,0.0,0.0,2.8054545
IND500008AAF,0.13045505,0.0,0.0,0.0,0.20020723,0.0,0.0,0.17604738
IND764001AAC,3.742458,0.0,3.1890092,0.0,3.9478664,0.0,0.0,3.623051
IND712310AAE,5.7674646,0.0,4.384372,0.0,4.5957804,0.48899865,0.0,4.8410535
IND628613AAA,1.7059841,0.0,1.325622,0.0,1.7685676,0.0,0.0,1.6456279
IND585104AAA,5.6311193,0.0,3.9097118,0.0,4.177178,0.0,0.0,5.068225
IND532440AAA,2.405076,0.0,1.8438095,0.0,2.3895447,0.0,0.0,2.29548
IND507303AAA,2.9253821,0.0,2.470679,0.0,2.9334838,0.0,0.0,2.8132098
IND801103AAA,0.17040443,0.0,0.19095704,0.0,0.24750203,0.0,0.0,0.0963897
IND144401AAB,3.169847,0.0,2.3632362,0.0,3.097448,0.0,0.0,3.003629
IND226016AAA,5.8661237,0.0,5.0733585,1.14473,5.6946063,2.384019,0.0,5.2831354
IND424101AAA,2.6895702,0.0,2.6653364,0.0,3.3953283,0.0,0.0,2.5538223
IND390018AAB,4.625083,0.0,4.148554,0.0,5.15267,1.12431,0.0,4.3161483
IND713364AAB,6.420518,0.0,4.658701,0.0,6.2207904,0.0,0.0,6.008619
IND395009AAA,3.973461,0.0,3.5877535,0.0,4.5888753,0.0,0.0,3.7639346
IND205135AAA,3.260269,0.0,2.711976,0.0,3.3970673,0.0,0.0,3.044332
IND843126AAA,3.0692074,0.0,2.340378,0.0,3.1149392,0.0,0.0,3.0385277
IND826004AAA,6.343313,0.0,3.9389703,0.0,3.7764385,0.0,0.0,5.214881
IND637301AAA,0.18969461,0.0,0.12073491,0.0,0.21655318,0.0,0.0,0.13968554
IND396105AAA,1.2749904,0.0,1.0732157,0.0,1.4793848,0.0,0.0,1.2887865
IND758034AAA,4.0469112,0.0,2.740906,0.0,3.2053936,0.0,0.0,3.4748337
IND581119AAB,2.9724348,0.0,2.298309,0.0,2.8939502,0.0,0.0,2.777287
IND110092AAC,4.189655,0.0,2.1306276,0.0,3.7162588,0.0,0.0,3.9619458
IND603203AAA,4.506361,0.0,3.5256646,0.0,4.037252,0.4411306,0.0,4.0032163
IND177001AAA,0.19158211,0.0,0.11763669,0.0,0.21556807,0.0,0.0,0.14243254
IND735224AAA,0.2047179,0.0,0.096023,0.0,0.2072196,0.0,0.0,0.16065612
IND841428AAA,4.3148723,0.0,3.8200536,0.29612714,4.449811,1.330009,0.0,3.9600446
IND741316AAA,2.244045,0.0,2.125585,0.0,2.64571,0.27749154,0.0,2.1903656
IND465333A1B,2.0038002,0.0,1.1622087,0.0,1.6090595,0.0,0.0,1.8731092
IND600056AAD,3.1225288,0.0,2.8598444,0.0,3.5631099,0.7370407,0.0,2.9387753
IND794101AAA,3.2409537,0.0,2.2248394,0.0,3.1588256,0.0,0.0,3.1064703
IND673632AAA,4.0148163,0.0,2.60982,0.0,2.8100953,0.0,0.0,3.4061708
IND581402AAA,2.4914396,0.0,1.6340175,0.0,2.154923,0.0,0.0,2.2969482
IND500055AAA,2.9657884,0.0,2.2571242,0.0,2.796207,0.0,0.0,2.6680584
IND678583AAA,1.7275615,0.0,1.6594744,0.0,2.062283,0.01466804,0.0,1.7338473
IND722122AAA,3.289882,0.0,2.8040173,0.0,3.4291077,0.0,0.0,3.2073286
IND454001AAA,0.23985435,0.0,0.10619358,0.0,0.29033816,0.0,0.0,0.19782558
IND148102AAA,0.093772635,0.0,0.0,0.0,0.24002686,0.0,0.0,0.21183807
IND365560AAA,3.098816,0.0,2.4736135,0.0,2.9495184,0.44443035,0.0,2.7872775
IND174001AAA,7.1118064,0.0,5.39144,0.0,6.8445816,0.0,0.0,6.637982
IND829121AAA,2.9409688,0.0,2.4099076,0.0,3.1244516,0.0,0.0,2.8164394
IND387620AAB,3.3428395,0.0,2.26935,0.0,3.0926507,0.0,0.0,3.1671307
IND613104AAA,2.8304486,0.0,2.4882936,0.0,3.1225946,0.6874973,0.0,2.6357944
IND532201AAA,3.9198692,0.0,3.0359466,0.0,3.502095,0.14444706,0.0,3.5001128
IND741201AAC,4.484814,0.0,3.0112276,0.0,4.289765,0.0,0.0,4.2250113
IND233001AAA,15.90551,0.0,12.955671,2.6908631,14.64967,6.4191036,0.0,13.511351
IND282001AAC,3.9962747,0.0,1.0339292,0.0,3.3321965,0.0,0.0,3.3181283
IND686141AAA,3.2837965,0.0,3.1710944,0.0,3.8986301,0.27298036,0.0,2.977484
IND147301AAA,2.8498962,0.0,1.8203483,0.0,2.4027476,0.0,0.0,2.7139666
IND602001AAB,0.17409544,0.0,0.15576279,0.0,0.22840974,0.0,0.0,0.113992
IND606801AAB,2.1411436,0.0,1.724328,0.0,2.2717943,0.0,0.0,2.0648053
IND751002AAB,4.1094027,0.0,3.0632951,0.0,2.6197598,0.0,0.0,4.2150235
IND504201AAA,2.5149176,0.0,1.6032599,0.0,2.1109653,0.0,0.0,2.3260248
IND415409AAB,2.860875,0.0,2.2657044,0.0,2.887277,0.0,0.0,2.7019265
IND803108AAB,3.1233592,0.0,2.7288542,0.0,3.4111717,0.82626665,0.0,2.8810892
IND331022A1B,0.20664848,0.0,0.11741195,0.0,0.13829641,0.0,0.0,0.1433284
IND384355AAB,2.8884935,0.0,1.9576705,0.0,2.4932854,0.0,0.0,2.6308024
IND410210AAA,4.152092,0.0,3.5123217,0.0,4.486224,0.0,0.0,3.9588854
IND690573AAA,1.6439884,0.0,1.5639116,0.0,1.9677066,0.0,0.0,1.6707908
IND413531AAA,4.138546,0.0,3.4619892,0.0,4.3397264,0.26500365,0.0,3.840147
IND415003AAA,3.2947814,0.0,2.009109,0.0,2.8555515,0.0,0.0,3.078528
IND743347AAA,3.2481296,0.0,2.7100713,0.0,3.374045,0.19832575,0.0,3.000854
IND757024AAA,0.26436615,0.0,0.16047427,0.0,0.41484085,0.0,0.0,0.21848169
IND614715AAA,2.6870449,0.0,2.1546981,0.0,2.6353328,0.18899998,0.0,2.4624984
IND785682AAA,4.642348,0.0,3.8648703,0.0,4.742147,0.0,0.0,4.2842298
IND283122AAB,3.5925148,0.0,3.0886726,0.0,3.6707177,0.0,0.0,3.041054
IND767001AAA,2.4357257,0.0,2.0052538,0.0,2.2507362,0.0,0.0,2.2420723
IND631501AAA,3.7789462,0.0,2.5295372,0.0,3.5560732,0.0,0.0,3.5803378
IND721306AAA,3.7750697,0.0,2.6658204,0.0,2.887746,0.0,0.0,3.430764
IND221010AAB,4.459273,0.0,4.035373,0.0,4.646617,0.0,0.0,3.6416743
IND464001AAA,0.19015823,0.0,0.119989194,0.0,0.21646354,0.0,0.0,0.14045921
IND733102AAA,2.8192961,0.0,2.5131075,0.0,3.067726,0.0,0.0,2.7215123
IND431001AAB,0.098021895,0.0,0.0,0.0,0.21348986,0.0,0.0,0.15987113
IND754142AAA,3.0100353,0.0,2.7353394,0.0,3.306755,0.08456996,0.0,2.6829178
IND854326AAB,6.864504,0.0,4.7215633,0.0,4.7363667,0.0,0.0,5.9361525
IND470113AAA,3.4028623,0.0,2.6482751,0.0,3.0139809,0.1018158,0.0,3.0106444
IND700026AAC,3.8833334,0.0,2.4418738,0.0,3.593156,0.0,0.0,3.7558174
IND281121AAB,0.42703748,0.0,0.0,0.0,0.21151942,0.0,0.0,0.17736754
IND415408AAC,3.9833815,0.0,3.2278192,0.0,4.0002456,0.27523527,0.0,3.6788902
IND502110AAA,2.515519,0.0,2.0094178,0.0,2.3856924,0.2798854,0.0,2.2666414
IND502313AAA,2.2421837,0.0,1.7308756,0.0,2.1936033,0.0,0.0,2.099542
IND673121AAA,3.0803282,0.0,2.5028389,0.0,3.1039429,0.17641929,0.0,2.8443968
IND523201AAA,2.445551,0.0,1.9576575,0.0,2.526815,0.0,0.0,2.323634
IND614804AAA,2.4689703,0.0,1.9586204,0.005621955,2.2349298,0.4246617,0.0,2.1743855
IND600119AAA,3.2425923,0.0,2.7552888,0.0,3.139119,0.4705946,0.0,2.9627092
IND689650AAA,2.2558658,0.0,1.765195,0.0,2.1605282,0.0,0.0,2.0848303
IND562114AAA,4.4836946,0.0,3.4454224,0.0,4.0517106,0.5164323,0.0,3.9342933
IND160055AAA,2.7149367,0.0,1.2280859,0.0,2.4090443,0.0,0.0,2.563688
IND585330AAE,2.8594491,0.0,2.278574,0.0,2.9097111,0.0,0.0,2.7045112
IND122002AAD,0.17435044,0.0,0.15480301,0.0,0.22833416,0.0,0.0,0.114726044
IND581343AAC,3.5856812,0.0,2.8201077,0.0,3.4292676,0.3382787,0.0,3.2753088
IND691001AAB,3.8116899,0.0,2.3535373,0.0,2.6188636,0.0,0.0,3.276179
IND458001AAB,2.8559053,0.0,2.2793248,0.0,2.7523901,0.29188323,0.0,2.5950453
IND826001AAC,0.18358533,0.0,0.09448496,0.0,0.19414657,0.0,0.0,0.20680699
IND334803AAA,2.782202,0.0,2.3718314,0.0,2.7705395,0.11658318,0.0,2.6047852
IND506167AAB,3.2668467,0.0,1.6974924,0.0,2.8555782,0.0,0.0,2.9849324
IND494334AAB,2.357341,0.0,1.8844697,0.0,2.17783,0.35268363,0.0,2.0876954
IND733202AAC,0.40299833,0.0,0.10181514,0.0,0.104116745,0.0,0.0,0.3054451
IND509001AAA,2.892529,0.0,1.3597636,0.0,2.4361653,0.0,0.0,2.6016734
IND148024AAB,2.940976,0.0,2.5229914,0.0,3.1422641,0.50923604,0.0,2.801204
IND722151AAA,1.3474531,0.0,1.4180459,0.0,1.8153317,0.0,0.0,1.3380071
IND160002AAC,10.222897,0.0,3.3475506,0.0,0.92212313,0.0,0.0,5.971979
IND342301AAA,3.0326178,0.0,2.8744023,0.0,3.122926,0.0,0.0,3.0068576
IND421401AAC,4.1839633,0.0,2.572531,0.0,4.0081353,0.0,0.0,3.9516761
IND242221AAA,2.1097064,0.0,1.9508349,0.0,2.4268835,0.0,0.0,1.9498456
IND244901AAB,4.0553746,0.0,2.4773562,0.0,1.9293909,0.0,0.0,3.0527432
IND423601AAA,3.1282203,0.0,2.4648726,0.0,2.8004992,0.0,0.0,2.9211695
IND803101AAA,4.2294974,0.0,3.4712322,0.0,4.1599884,1.1106166,0.0,3.7024317
IND635802AAB,4.2816143,0.0,3.0610096,0.0,4.052256,0.0,0.0,4.222463
IND160102AAD,0.6656256,0.0,0.0,0.0,0.0,0.0,0.0,0.36115453
IND502295AAA,3.1408467,0.0,2.5126243,0.0,2.9372878,0.615807,0.0,2.7804787
IND500039AAC,4.6777067,0.0,3.4234335,0.0,3.6764638,0.0,0.0,4.287082
IND676509AAA,3.0125172,0.0,2.226726,0.0,2.4820516,0.27002338,0.0,2.563078
IND790114AAA,2.7521288,0.0,2.803281,0.0,3.5129716,0.0,0.0,2.6890724
IND301705AAA,5.556667,0.0,3.7734995,0.0,5.314867,0.0,0.0,5.219204
IND125121AAA,5.0579357,0.0,4.0486856,0.0,4.9432163,0.5000022,0.0,4.631349
IND678683AAA,3.771406,0.0,3.02628,0.0,3.5708797,0.8060726,0.0,3.3510373
IND363001AAA,2.0126584,0.0,1.5724634,0.0,1.7986386,0.17306006,0.0,1.7921244
IND732103AAA,5.371119,0.0,4.632515,0.08944681,5.469669,1.4875115,0.0,4.7955766
IND600116AAB,4.6816354,0.0,3.5426571,0.0,4.163774,0.0,0.0,4.3242016
IND521333AAA,3.1360943,0.0,2.633687,0.0,3.2520382,0.0,0.0,3.043987
IND534001AAA,3.2454455,0.0,2.3216414,0.0,2.9145777,0.0,0.0,2.939472
IND363641AAA,0.5845226,0.0,0.023802795,0.0,0.029390745,0.0,0.0,0.35705185
IND209206AAB,1.2037051,0.0,0.74967414,0.0,1.4910823,0.0,0.0,1.341998
IND816107AAA,2.3874516,0.0,1.8237168,0.0,2.455178,0.0,0.0,2.3056161
IND000000ACA,4.993345,0.0,3.0642028,0.0,2.24675,0.0,0.0,3.969156
IND607801AAA,3.3075535,0.0,2.699372,0.0,3.2426841,0.663739,0.0,2.934704
IND306304AAB,3.4060357,0.0,2.704826,0.0,3.2617905,0.4378663,0.0,3.0940855
IND121002AAA,4.386629,0.0,3.2787735,0.0,4.4236846,0.0,0.0,4.2147136
IND000000ABG,0.2680124,0.0,0.15257245,0.0,0.1613234,0.0,0.0,0.3039785
IND791111AAC,4.0142927,0.0,3.6481316,0.0,4.5466156,0.46349382,0.0,3.9130702
IND000000ACB,12.395959,0.0,0.4300941,0.0,0.0,0.0,0.0,4.8094482
IND403002AAA,1.8547409,0.0,1.5646276,0.0,2.249055,0.0,0.0,1.9039007
IND695012AAA,6.4771047,0.0,5.4463696,0.15790485,5.9997997,1.3162543,0.0,5.771198
IND637408AAA,0.29932284,0.0,0.105466045,0.0,0.13223241,0.0,0.0,0.20582701
IND122413AAE,2.5730035,0.0,2.2736285,0.11694364,2.6017327,0.7068486,0.0,2.438
IND804452AAA,0.1670925,0.0,0.21855277,0.0,0.26558945,0.0,0.0,0.08230796
IND342601AAA,3.5044863,0.0,2.6616623,0.0,3.1770923,0.09377887,0.0,3.0925584
IND722140AAA,2.207867,0.0,1.7276857,0.0,2.130555,0.0,0.0,1.9322735
IND523002AAA,4.925151,0.0,3.2156987,0.0,3.577363,0.0,0.0,4.4033675
IND125005AAA,4.2035217,0.0,2.6060944,0.0,2.9799907,0.0,0.0,3.7713175
IND262122AAB,3.840674,0.0,2.80528,0.0,3.6244245,0.0,0.0,3.5942361
IND207302AAA,2.477809,0.0,2.1375685,0.0,2.7278423,0.0,0.0,2.352351
IND140301AAA,2.6384075,0.0,1.319627,0.0,2.1924565,0.0,0.0,2.4656763
IND757025AAA,3.4816103,0.0,2.7698233,0.0,3.4007013,0.24124864,0.0,3.1996272
IND562160AAB,1.4928347,0.0,1.3667253,0.0,1.7403919,0.054474458,0.0,1.5021554
IND465001AAA,2.810671,0.0,1.619039,0.0,2.009913,0.0,0.0,2.425559
IND221313AAA,3.5316927,0.0,2.6542609,0.0,3.0720556,0.0,0.0,2.465748
IND151302AAA,1.3810159,0.0,1.0323902,0.0,1.4554316,0.0,0.0,1.3969063
IND486771AAA,6.9918113,0.0,6.082189,0.17312598,7.188075,1.9733938,0.0,6.237956
IND245304AAA,3.813215,0.0,2.7708774,0.0,3.3702018,0.0,0.0,3.5172741
IND231208AAA,0.19169897,0.0,0.11742372,0.0,0.21529773,0.0,0.0,0.1424661
IND363520AAC,0.23165044,0.0,0.07898251,0.0,0.19852841,0.0,0.0,0.18571553
IND400052AAA,5.26473,0.0,4.573345,0.25519952,5.5593534,1.8615395,0.0,4.7291384
IND485001AAC,4.439405,0.0,3.053443,0.0,3.301504,0.0,0.0,3.5431464
IND136118AAA,3.276858,0.0,2.0931203,0.0,3.136365,0.0,0.0,3.1117342
IND600056AAB,10.301175,0.0,5.886742,0.0,4.777541,0.0,0.0,8.062585
IND262001AAA,3.403455,0.0,2.5121055,0.0,3.0008447,0.0,0.0,3.1233165
IND691506AAA,2.166514,0.0,1.7956241,0.0,2.2486525,0.0,0.0,2.0332441
IND421004AAA,4.997855,0.0,4.214392,0.0,5.282247,0.77980685,0.0,4.6770644
IND360050AAA,1.9675696,0.0,1.7955762,0.0,2.3072941,0.24173489,0.0,1.9132904
IND741126AAB,4.4581113,0.0,3.778441,0.0,4.4941697,0.901888,0.0,4.0334225
IND121102AAA,2.9169724,0.0,2.0811415,0.0,3.02404,0.0,0.0,2.895658
IND783370AAC,2.7489283,0.0,2.2367847,0.0,2.757016,0.19883141,0.0,2.5104082
IND415605AAA,1.7664804,0.0,1.4829473,0.0,1.847829,0.0,0.0,1.6512879
IND221005A1A,0.27498662,0.0,0.22135277,0.0,0.21952394,0.0,0.0,0.20558867
IND570020AAA,7.1296144,0.0,5.58474,0.0,6.437482,0.0,0.0,6.523565
IND700028AAB,7.3592906,0.0,5.537713,0.0,7.0740166,0.0,0.0,6.8658743
IND480334AAA,3.4707482,0.0,2.7750638,0.03619036,3.2342885,0.7968132,0.0,3.0368993
IND147001AAB,3.442035,0.0,2.0472348,0.0,2.907877,0.0,0.0,3.2262237
IND416404AAA,3.335482,0.0,2.75055,0.0,3.3252108,0.020984344,0.0,3.1468832
IND575004AAB,6.263898,0.0,4.224992,0.0,4.2181015,0.0,0.0,5.311973
IND507159AAA,2.6776366,0.0,2.0102267,0.0,2.5236082,0.0,0.0,2.5603023
IND201007AAA,4.72345,0.0,3.5289304,0.0,3.7280772,0.0,0.0,4.668283
IND462022AAA,5.064827,0.0,3.2900338,0.0,2.630101,0.0,0.0,4.6980495
IND147105AAA,3.2838953,0.0,1.5482262,0.0,2.7092865,0.0,0.0,3.0611656
IND767017AAA,3.023513,0.0,2.354847,0.0,2.7387428,0.0,0.0,2.710884
IND123106AAB,2.7521307,0.0,2.5252469,0.0,3.1157186,0.59199727,0.0,2.62136
IND524101AAB,2.6164677,0.0,2.122966,0.0,2.624008,0.12352561,0.0,2.4117668
IND533242AAA,4.1714177,0.0,3.299731,0.0,4.121589,0.0,0.0,3.9774268
IND722101AAA,4.2427077,0.0,3.349279,0.0,4.1935945,0.0,0.0,3.929878
IND563101AAB,3.1737192,0.0,2.3192976,0.0,2.7601326,0.0,0.0,2.8235939
IND505001AAB,4.7006345,0.0,2.98081,0.0,2.3869493,0.0,0.0,3.8691785
IND480661AAA,2.6377504,0.0,2.2201998,0.0,2.5830364,0.0,0.0,2.5539033
IND445001AAB,3.0261714,0.0,2.7413023,0.0,3.4469159,0.5803482,0.0,2.7915552
IND742101AAC,5.463124,0.0,3.893368,0.0,3.9413478,0.0,0.0,4.6971555
IND132039AAA,2.5817935,0.0,2.2841291,0.0,2.880484,0.56698936,0.0,2.4272134
IND736165AAA,3.5850155,0.0,3.1863396,0.0,3.8731153,1.0607624,0.0,3.3130481
IND389001AAA,2.8469887,0.0,1.8463472,0.0,2.622154,0.0,0.0,2.7067854
IND852118A1B,4.1929145,0.0,3.5336063,0.0,4.2986546,0.0,0.0,3.9780374
IND781005AAA,2.5638757,0.0,1.1345855,0.0,2.3630607,0.0,0.0,2.420616
IND400072AAB,6.4191413,0.0,3.8082483,0.0,3.263333,0.0,0.0,5.2203226
IND141109AAA,2.0222437,0.0,1.5056132,0.0,2.0052478,0.0,0.0,2.0405924
IND470004AAA,3.2633457,0.0,1.8471264,0.0,2.1624532,0.0,0.0,2.6854925
IND625516AAA,2.1834311,0.0,1.7043381,0.0,2.0744426,0.0,0.0,2.1153548
IND783370AAB,0.18632016,0.0,0.09292597,0.0,0.1946592,0.0,0.0,0.20837313
IND571124AAA,2.4700463,0.0,2.023698,0.0,2.6266806,0.0,0.0,2.358706
IND756100AAC,4.1942453,0.0,2.7678428,0.0,2.9500666,0.0,0.0,3.644888
IND627117AAA,2.6279132,0.0,2.0405283,0.0,2.568241,0.0,0.0,2.4552286
IND530043AAA,4.64471,0.0,3.4345675,0.0,4.271282,0.0,0.0,4.2362504
IND591115AAB,2.942784,0.0,2.1346762,0.0,2.5979223,0.0,0.0,2.7563665
IND126102AAA,4.1238647,0.0,3.1741362,0.0,3.6568677,0.73493177,0.0,3.5355263
IND413517AAA,4.179294,0.0,3.4014275,0.0,4.050529,0.23612478,0.0,3.7352836
IND686632AAA,8.801608,0.0,7.142212,1.0130261,8.284962,3.2198262,0.0,7.559886
IND852139AAB,4.6120753,0.0,3.8556187,0.0,4.6958036,0.12238001,0.0,4.354047
IND477001AAB,3.4155936,0.0,2.581847,0.0,3.3562443,0.0,0.0,3.2410352
IND591307AAC,3.5196266,0.0,2.3531816,0.0,2.7855766,0.0,0.0,3.0258243
IND174307AAA,2.658433,0.0,1.0798179,0.0,2.1557531,0.0,0.0,2.3531063
IND721253AAC,4.1117287,0.0,3.2145534,0.0,3.7493136,0.12372329,0.0,3.6963024
IND411017AAA,3.4923093,0.0,2.8880646,0.0,3.5196977,0.6851129,0.0,3.0930438
IND583101AAA,4.7715497,0.0,3.443611,0.0,4.4060836,0.0,0.0,4.554416
IND431001AAA,4.606181,0.0,3.779706,0.0,4.8165236,0.20837545,0.0,4.3431563
IND505503AAA,3.3328986,0.0,2.6697142,0.0,3.1333268,0.70735174,0.0,2.9232876
IND792103AAB,3.329323,0.0,2.7434103,0.0,3.3656633,0.0,0.0,3.1943438
IND600044AAC,2.9511802,0.0,2.6756535,0.10531396,2.8938494,0.51338553,0.0,2.8169532
IND752055AAA,3.3789504,0.0,2.2679963,0.0,2.8290682,0.0,0.0,3.0391753
IND110085AAA,2.9999588,0.0,2.5592606,0.0,3.3596158,0.0,0.0,2.932571
IND695609AAA,2.0536768,0.0,1.6752898,0.0,2.1740682,0.0,0.0,1.9674592
IND741502AAB,3.7588365,0.0,3.2334788,0.07924199,3.981459,1.1882746,0.0,3.396949
IND623704AAA,1.8368373,0.0,1.4254762,0.0,1.6944159,0.0,0.0,1.6884991
IND786171AAA,4.414948,0.0,3.9304237,0.0,4.9534736,0.0,0.0,4.1454873
IND841405AAA,0.1709016,0.0,0.16933036,0.0,0.23435009,0.0,0.0,0.10557569
IND110064AAA,5.814429,0.0,3.4256876,0.0,5.256684,0.0,0.0,5.370725
IND841101AAA,0.2858411,0.0,0.10027934,0.0,0.11335755,0.0,0.0,0.25340104
IND625008AAA,2.915826,0.0,2.241398,0.0,2.1730528,0.0,0.0,2.5876458
IND201204AAA,3.4416811,0.0,2.1709614,0.0,3.2522776,0.0,0.0,3.271408
IND571301AAA,4.4240985,0.0,3.6196008,0.0,4.425405,0.725657,0.0,4.031201
IND244221AAA,2.0108056,0.0,0.6838323,0.0,1.655939,0.0,0.0,1.8107325
IND507117AAB,2.4104035,0.0,2.0476458,0.0,2.4651568,0.0,0.0,2.3744352
IND505172AAA,2.8408706,0.0,1.8499194,0.0,2.7196827,0.0,0.0,2.6586132
IND484224AAA,2.306472,0.0,1.803301,0.0,2.2600908,0.0,0.0,2.1516893
IND313001AAB,3.9512112,0.0,2.4884238,0.0,2.5794265,0.0,0.0,3.443081
IND263153AAB,5.565854,0.0,3.6501203,0.0,3.5055935,0.0,0.0,4.605078
IND177101AAA,2.7701995,0.0,2.0074193,0.0,2.1484983,0.2704418,0.0,2.3085368
IND335523AAB,3.3705227,0.0,2.9172537,0.0,3.5558612,0.0,0.0,3.37539
IND413304AAA,3.525951,0.0,2.694701,0.0,3.1163032,0.0,0.0,3.177536
IND793150AAA,3.6553729,0.0,2.5829659,0.0,3.570721,0.0,0.0,3.474424
