center,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
IND486001AAA,0.57710195,0.02207472,0.9465743,-0.05770731,0.77705693,-0.98125124,-0.2737891,-0.6996473,-0.4893636,0.7070323,0.46792296,1.5658952,0.19381073,0.039678834,1.2532711,0.7416951,-1.6453243,0.19833648,0.83143485,1.6116744,-0.43868142,1.464095,-1.483389,-0.18868108,-0.40384486,-0.87741125,-0.24666132,-0.17502531,0.043625638,-0.5977454,-0.87814754,-0.28790098
IND244713AAA,1.3249178,-0.9137641,0.87719303,-0.3131975,-0.6558725,-1.6083342,0.18154475,0.75561327,0.012542655,-1.0458509,-0.42465836,0.7882928,-1.318615,0.11751919,-0.37232968,-0.4926606,0.3145246,-0.27730432,0.33870652,0.30298066,1.0731082,1.2610707,-0.9368022,-0.9248448,0.2156737,-0.77535427,-0.18562123,-0.27667347,-0.76731604,-0.53935057,1.4503953,0.6423094
IND110092AAC,-0.008691495,-0.6434377,0.9605383,-0.1267859,1.2377945,-0.5029182,-0.067895696,-0.4041256,0.16293857,-0.70633286,0.0024608385,0.37421045,-0.079191186,0.54022807,0.34089878,0.13992761,0.15224044,-0.027350012,-0.017780427,0.3513385,0.43388522,0.35829416,-0.6689,-0.80373174,-0.20732109,-0.69453657,0.24778526,-0.34513125,-0.53831464,0.8677992,0.071118474,-0.76495975
IND591304AAA,1.6525936,0.9115286,1.537935,-1.549029,-0.20882642,-0.7684521,-1.0885044,-0.44016987,-1.5464187,0.33074394,-0.2492669,0.40031737,0.028601006,1.7047672,0.14487769,-0.81223226,0.7811842,-0.26763037,0.9111329,1.0893033,-0.021794507,-1.3886552,-0.65052,-0.72490555,0.48886475,-0.6332199,-0.14348382,-0.16189831,-0.7331402,0.4508981,-0.54444444,0.1450216
IND733129AAA,1.7843176,-0.13329248,0.5361804,-0.18193808,0.49576333,1.1124375,0.41143262,-0.063852705,-0.6219759,-0.7958953,-0.0066539976,1.0698676,0.1789794,0.2881547,0.19688965,1.0889493,0.33303007,-0.7324472,-0.36867154,0.55341685,0.040565874,0.84246767,-1.3128562,-1.1897362,-1.0190235,0.03112794,0.86250407,-1.0688864,-1.0789082,-0.6403617,0.38691726,0.27289256
IND742149AAA,1.7346503,1.2417084,0.58205456,-0.20241459,0.18239981,-0.49276614,-0.654294,-0.18574594,-1.4222703,0.27849838,-0.99889535,0.71994513,-0.17214637,0.87516034,0.66562897,0.13885728,-0.30330166,0.44036353,-0.56546956,0.71622235,0.06710568,1.6030298,-1.8628722,0.4730661,-0.26453426,0.6040803,-0.22394732,-1.7634343,-1.6399716,0.45539424,0.31000543,-0.35911125
IND147101AAA,0.689374,-0.2674875,1.0471128,-0.5012022,0.57142544,-0.3893617,0.6573687,-0.1824972,-0.5067859,-0.056975547,0.42735207,0.124642156,-0.7395682,0.91859204,-0.554907,0.2723815,0.06734531,0.42455912,0.5822521,0.76048917,0.6522009,0.95714283,-1.3028011,-0.12502265,0.22644827,-0.7680476,-0.82901126,-0.6186886,0.524445,0.4215415,-0.18619788,0.26074964
IND400072AAA,-0.033901095,-0.14323671,0.14131822,-0.12097645,0.6915579,-0.007832204,0.21931456,0.13618614,-1.020009,-0.21129093,0.12235205,0.8354246,-0.11917297,0.13527331,0.8921077,0.27821872,0.3578627,0.42169628,-0.21356945,0.21799076,1.2813052,-0.14711764,-0.6051186,-1.0675911,0.13763072,-0.36225224,-0.320104,-0.03271843,-0.79915124,-0.19032893,0.63075155,-0.43648213
IND332709AAA,1.2851465,0.104629934,1.5916603,-1.0487659,1.5993849,-1.7736692,0.6364267,0.5763686,-1.0074759,-0.30996352,0.2737981,1.1691041,1.3017159,0.53045976,-0.091946594,0.15995324,0.30317175,0.7330353,1.2149369,0.60098314,0.27598065,1.1695526,0.22659974,0.01350971,-0.50827354,0.7643764,0.3857153,-0.35291964,-1.0662448,-1.604963,0.922612,-0.6829949
IND500039AAD,0.40799227,0.12084764,0.2812435,-0.02281713,0.7775467,0.010729251,0.19168761,-1.0137631,-0.39767838,-0.3896725,0.12384398,0.37496147,-0.6536125,0.15808606,0.51969963,0.17337127,0.24638584,-0.2685614,-0.50437415,0.69846284,0.38978174,-0.17155103,-0.2098151,0.15229674,0.5061674,-0.7429731,0.2537754,-0.3590005,-0.69691133,-0.8398046,0.65054196,-0.11189272
IND176041AAA,0.48568702,-0.40246737,0.85068476,-0.23772725,0.60911554,-0.16006549,0.39110515,0.08326619,-0.49463567,-0.527039,1.0015554,0.38350537,0.23217027,0.64949834,-0.65227044,-0.015037954,0.12946765,0.6742432,0.7445983,0.5931883,0.97721034,0.84019005,-1.2152508,-0.34570852,0.57702684,-0.57302284,-0.83412844,-0.6353179,0.11087132,0.5864224,0.16813938,0.11311064
IND571602AAA,1.5778049,0.30348355,1.1396896,-0.5223345,-0.3386596,0.4062155,-0.78560185,-0.23096067,-0.7602397,-1.1291438,1.3292229,-0.29953256,-0.5392091,0.5379585,-0.0021980528,-0.68425095,0.95559365,1.0789165,-0.64705807,1.1297873,0.2302301,0.7613069,-1.0050323,-0.38690543,-0.10270576,0.4855018,-0.25121918,-0.6438615,-0.18116137,-0.64545345,0.021777447,0.26849607
IND466001AAA,-0.06900581,-0.26591325,0.79902685,0.09427827,0.8450896,-0.9481792,0.4087343,0.33511356,-0.48203576,-0.113769755,0.47052816,0.30833888,0.047893163,-0.10258857,1.4351169,0.28175837,0.53512895,0.8297187,-0.29191017,1.0334911,0.18373492,-0.32907644,-0.2935023,-0.11922102,-0.041394442,-1.0549583,-0.13182527,-0.20276116,-0.5190731,-0.2093883,1.2412142,-0.07236185
IND607001AAA,1.0538723,0.17928617,0.5909783,-0.104594,0.39541462,-0.67406243,0.8293943,0.28255463,-0.8539146,-1.1597517,0.51779956,1.1139066,-0.1372376,0.5370415,0.7657222,0.10992608,-0.098156616,0.5447211,0.27239504,0.50374293,-1.3479977,0.6305131,-1.2016449,0.09752615,0.17689599,-2.0679617,0.79151917,-0.26723668,-0.112379774,-0.52129096,-0.31857657,0.9204954
IND210427AAA,0.010819576,-0.7137975,1.4997067,-1.2412908,1.2530891,-0.71729475,0.18748602,0.30464444,0.51243514,0.17724401,-0.38541493,0.4646675,-0.72364086,0.482409,1.0544456,0.47810322,-0.41325274,0.0122377835,0.2182855,1.3685212,0.21976526,0.26649338,-0.3310917,0.2272313,-0.6259503,-1.2411636,0.37855458,0.53960484,-0.65242517,0.036050852,0.35293305,-0.32684264
IND834002AAB,0.2609462,-0.18152237,0.80032766,-0.06930362,0.52375627,0.015744735,0.28289306,-0.5190907,-0.44742364,-0.34673834,0.34055716,1.1549743,-0.3119321,-0.25795686,0.6208927,-0.12880772,-0.053163853,-0.15696523,0.21792258,0.7755448,1.1059667,-0.4465055,-1.2296371,-0.4704863,-1.04992,0.19877546,0.37117255,0.12547308,-0.5697599,0.39010915,0.44257212,-0.34779742
IND624601AAA,2.318797,0.48725116,-0.42034054,-1.0506026,-0.028287422,-0.23287955,-1.2147586,-0.65133464,0.07375755,0.29466733,-0.53259003,2.0622885,0.37118194,-0.57830375,0.2985239,-0.6070331,0.312565,0.46021372,0.48635036,1.7953348,0.8283809,0.5383795,0.06789525,-1.0661557,-0.2462995,-0.52857167,0.15351632,-0.7507434,-0.23125066,-1.0626017,-0.12062169,1.7068726
IND486771AAA,0.5586238,0.066373184,1.031868,-0.18253522,0.7437342,-1.170124,-0.27298146,-0.7817952,-0.42107472,0.8280325,0.345448,1.4799538,0.09031817,0.0034546256,1.3443239,0.734182,-1.7626054,0.1692233,0.7285646,1.8414654,-0.26340488,1.4139128,-1.3325262,-0.24194904,-0.43388298,-0.969046,-0.24345604,-0.014023076,0.16964059,-0.6071316,-0.810631,-0.38021663
IND637001AAA,1.2709749,-0.0018660342,1.1268148,-0.9718273,0.36321783,-0.65242654,-0.17954162,-0.2276224,-0.6471436,-0.40085647,0.19534406,1.1410453,-0.10463287,0.60578656,0.7012071,-0.042143796,0.09161826,0.49053392,0.2874348,1.414255,0.51082104,0.9010025,-0.64149153,-0.44305104,-0.021903036,-0.5927436,0.00031350265,-0.57385707,-1.1836625,-0.430215,0.29137734,0.285691
IND847404AAB,0.7931609,-0.32564288,1.2324402,-0.43292114,0.30820313,-1.5097586,-1.0109748,0.25281847,1.2596985,-0.4778446,0.8086015,0.30329022,0.41959748,0.34000513,-0.12085314,-0.102205835,-0.008214347,0.6674181,0.656102,1.4991977,0.74035656,0.52066636,-0.70219225,-1.2298774,-0.40054098,0.3796657,0.95003223,0.0074881027,-1.4151064,0.46532688,-0.055617776,0.28434318
IND603301AAA,1.1440561,0.121888086,-0.40569705,0.10585676,0.07077066,-0.866502,0.4751745,-1.0548521,-0.08002526,-1.2324995,0.19037181,1.5522476,-0.80110216,0.184681,0.56737787,-0.7890427,-0.35098937,0.73302215,-0.078517884,0.5056352,-0.015578784,0.28767487,-0.9202038,-0.49580353,0.73767173,-1.3032429,-0.06534038,-1.8204757,-0.41468683,-0.61623025,-0.46672398,0.03759048
IND231001AAA,0.858108,-0.0392633,0.5864554,-1.078887,-0.5366133,-0.08734822,-1.0873216,-0.6179345,-0.8630104,0.25964388,-0.3508432,0.0827937,0.7087194,1.457913,0.9440579,0.42932236,0.5640918,-0.6634549,0.86526775,0.6619131,-0.901887,1.9184552,-0.77106196,0.37834555,-0.15808687,-1.5218343,0.4872726,-0.8645593,-2.448337,-0.61601126,1.0034292,0.620155
IND222136AAA,0.514734,0.6986102,0.9146209,-1.7001388,0.26079583,-1.6402858,-0.43378466,-1.0712464,-0.40644342,-1.124287,0.25198752,0.33147016,-0.34487477,1.7830813,0.8841067,-0.36956853,-0.20907098,-0.01057313,0.26506904,0.030006822,0.8957872,1.7094824,0.38918462,0.50686526,-0.4399834,0.21847962,-0.35888588,-0.5619932,-1.2351763,-0.5199983,0.35492754,0.289875
IND122015AAC,-0.3264927,-0.59275395,0.97646105,0.0038410493,0.4370462,-0.14531603,-0.06880341,0.027007073,0.37480226,-0.81788003,0.32941043,0.6298031,0.021028465,0.18327269,0.31047466,0.18435812,-0.03960851,-0.16830209,-0.41394907,0.6373834,0.4484201,0.06003168,-1.0844202,-0.5292384,-0.053715628,-0.5450132,0.15054365,0.018860443,-0.50894,0.49129987,-0.035685573,0.25550643
IND395006AAA,-0.17452219,0.62672675,-0.036202986,-1.6500309,-0.22341429,0.36848253,-0.023116395,0.42634308,-0.17815092,-0.78022504,1.1986568,0.8005476,0.77865225,0.9043066,0.74349725,0.14919624,-0.15247409,0.83755326,0.28136802,1.2382882,0.16411403,1.9803756,0.23806092,-0.8015317,-0.21436639,-1.2484313,-0.452178,-0.7434922,-1.2713795,0.023265269,0.21076566,1.3337779
IND505325AAA,0.72446173,-0.11840309,1.6151628,0.2123403,-0.30811173,-0.3642453,0.034433138,-0.1939868,-1.1155609,0.20683584,-0.48581934,0.45277554,0.57100284,1.4328265,0.7750952,-0.48494402,0.22154094,-0.41986147,-0.845992,1.4352179,1.0539838,0.6085168,0.15905292,0.24214754,-0.19404863,-0.96895826,0.29332054,-1.1162457,-0.19674939,-0.8980298,0.96793145,1.5212234
IND560064AAA,0.7057645,0.5845549,0.6206927,-1.179767,-0.027891677,-0.6345475,0.40350652,-0.61639625,-0.717574,-0.6799372,0.56676346,-0.22813883,-0.4354667,-0.20351994,0.63354367,-0.22937916,1.4632301,0.62040997,-0.39575812,0.39427486,-0.31966516,-0.124703094,-1.3519268,-0.885165,0.23188207,-0.56222624,-0.36798787,-0.8614532,-0.51325536,-0.14920354,0.981768,0.21030615
IND815301AAA,0.43284544,-0.72782224,0.7875532,-0.88985574,0.82370174,-0.48013237,0.11887596,-0.48750538,-0.011646971,0.3009339,-0.31660303,1.7977036,-0.27491206,-0.1527589,1.3109977,0.35590357,-0.3349119,-0.69717336,0.100478984,1.3330401,1.2088182,0.7110024,-0.66407835,0.15642996,-1.3113353,0.11917732,1.0231882,0.18313581,-1.0999284,-0.45368677,0.5403924,-0.9683185
IND641001AAA,1.9459536,0.01269528,1.5789877,-1.6589875,-0.3182762,0.7732599,-0.85260624,-1.7288264,-0.62533075,0.6338144,0.4762775,0.46788153,1.0566175,0.8509682,1.0917757,0.41604158,-0.9272641,0.7974788,0.46816772,1.3438984,0.49877143,0.7669603,-0.070208006,-0.2736939,-0.11080552,0.060081143,0.040855315,-1.043136,0.027015237,-0.15636669,-0.26880237,0.40195847
IND686513AAA,1.9850037,1.4046186,-0.0026475152,-1.5186137,0.37043232,-1.5447364,0.7754299,0.2225618,-0.48204446,-0.51648885,-0.119558185,0.4061484,-0.0069247587,1.1139883,-0.53720844,0.589313,0.33798277,0.3109054,0.018774884,1.9554696,-0.7043687,0.8334423,-0.5656899,-1.0859683,0.41108316,0.6342223,-1.1364518,-0.07503083,-0.9094497,-0.39285722,1.0635685,0.5877719
IND531001AAA,0.72320896,0.7914447,0.35737327,-0.7870466,0.32193568,0.49059644,-0.26545444,-0.7534349,-0.41192666,-1.3502438,-0.10970585,0.7090515,0.12091759,0.7478384,0.5906783,-0.16963151,-0.09658121,1.4550906,-0.240889,0.49732944,0.49793506,0.16528289,-1.0678048,0.645373,1.168237,-1.0350865,1.086629,-0.34086177,-0.9970266,-0.71682894,0.1897662,1.0809417
IND630561AAA,2.3344119,-0.11024037,-0.45520374,-1.0816566,0.52786595,-0.7310496,-0.50518674,-0.7828605,0.25003883,0.67241216,0.29139477,0.7186822,-0.30127457,0.13128528,0.07878999,0.44134063,-0.15314937,-1.0309541,-0.28714275,1.6662662,-0.20109859,2.3838549,-1.1737565,0.014689875,0.07274012,-0.17212845,0.24183269,-0.8203353,-1.9249872,0.011292222,-0.24531136,1.306474
IND581119AAB,1.0933428,-0.7503194,-0.25689992,-0.6950958,-0.101605356,-0.34799713,-0.107448,-1.0461469,-1.1534666,-1.14832,0.57618964,0.3147361,0.005892312,0.396205,0.2001146,0.53329617,1.4302272,0.60851854,-0.23518077,1.1136048,-0.18637988,0.0013911457,-1.4022247,-0.47737578,0.30951628,-0.16946258,0.25828,-0.50091803,-0.88150764,0.8659336,0.5182597,0.48925442
IND842001AAA,0.6292503,-0.24377601,1.2541306,-0.37338263,0.1859767,-1.4252168,-0.6656852,0.22074069,1.2846625,-0.25781524,0.98371744,0.22481184,0.18740115,0.14315183,-0.05172463,-0.10029986,-0.0054235687,0.47500995,0.20706394,1.5250785,0.5534818,0.7143585,-0.7230749,-0.82552934,-0.5556231,0.2766701,0.5568219,-0.50092643,-1.4754429,0.6875664,0.018415853,0.07267496
IND458001AAB,-0.15598069,-0.6711399,0.5313555,-1.8693606,-0.18741839,0.49596685,-1.1366295,-0.15823233,-0.67337906,-1.0118256,-0.77372915,1.6201353,0.05904041,0.5344866,-0.054304957,-0.4544787,-0.31673616,0.14258426,0.3844323,1.7067626,-1.4466856,0.25140393,-0.63369024,-1.3430245,0.19569622,-0.8581424,-0.070999116,-0.40716532,-1.2182077,0.14861576,0.21474208,0.32159805
IND711409AAA,1.0833715,0.98894286,0.25114098,-0.2666129,0.358176,0.03335961,-0.42895812,0.99676234,0.1072925,-0.31277734,-0.7772259,0.052130397,0.502695,0.7242885,-0.37237436,-0.42849857,0.17162034,-0.038365364,0.9417073,2.0459793,0.8164984,1.363207,-0.5966022,-0.17688082,-0.23653318,-0.9851152,-0.40072644,-0.33518496,-1.7471399,-1.333125,-0.50814617,0.46867132
IND785612AAB,0.8174907,-0.7572322,0.43450388,-0.485519,0.5156545,-0.181216,-0.19715533,0.67166364,-0.12808228,-0.2740808,-0.57508564,1.8594166,-0.61008275,1.0639182,0.6035032,-0.00097142183,1.2930812,-0.41805425,0.4113919,0.6564323,0.68282855,0.29276046,0.5975621,-0.1737516,-1.0739626,-0.7919498,0.14212067,-0.9693636,-0.775526,0.19541326,-0.086476184,-0.1995878
IND712310AAE,1.3572079,1.0499417,0.3262311,-0.39555505,0.4896942,0.02311752,-0.50038385,1.0548276,0.13688374,-0.36457828,-0.8648852,0.116591334,0.54000205,0.7881517,-0.44561234,-0.42373052,0.15814319,-0.043118194,1.1816154,2.4830632,0.98642623,1.7250794,-0.6711912,-0.28817675,-0.34032366,-1.1848013,-0.6358745,-0.49555027,-2.0845256,-1.6242318,-0.5916162,0.56872636
IND678683AAA,1.821785,0.12227396,1.037001,-0.32020056,0.1343531,-0.30762,0.23614116,0.07509302,-1.3522452,-0.8816069,-0.8633773,-0.123701245,0.36563253,-0.18993583,-0.5345398,0.17194472,0.48966432,1.0641721,0.33502206,1.1520317,-0.6111472,0.13993137,-0.50690633,-0.41695046,0.39255473,-0.59158176,-0.6526367,-0.53297067,-0.491791,0.40349057,0.220318,0.5834282
IND302023AAA,1.2756135,0.71901345,0.50752825,-0.1017027,-0.2618063,-1.7241788,-0.66984326,-0.09705456,0.16860402,-0.058627766,0.9174074,2.0956228,0.6028823,0.13489619,0.08211006,-0.16538945,-0.27069774,0.21763457,0.21584104,1.282168,-0.8272113,1.0420558,0.075055726,0.3676435,-0.079158455,-0.4359766,0.017634094,-0.54403865,-1.1896389,-1.269935,1.0925599,0.25555345
IND401208AAA,0.62700486,0.020429524,0.8657013,-0.29467735,0.2169082,-0.025654027,-0.13612694,0.046053234,-0.0689543,0.06666929,0.40370736,1.579954,0.14694937,-0.42739534,0.573396,0.36591402,-0.21024406,0.21083301,-0.09067176,0.9374034,1.8875449,-0.15616329,-0.37627125,-1.3413019,0.70444787,0.025958164,-0.9097221,-0.045412377,-0.31487486,-0.714961,0.9478823,-0.12872836
IND125121AAA,1.050757,-0.44121316,1.4260737,0.070438474,1.3370131,-0.24686195,-0.050703578,1.0285099,0.15563342,-0.17598003,-0.015432442,1.2523507,0.61757094,1.0303457,-0.39280877,-0.7151674,0.39960033,0.34468964,-0.04224575,0.722891,0.41575286,0.36453223,-0.47599062,-0.67933536,-0.4371456,-1.1077518,0.23593262,0.9637694,-0.61599165,0.780717,0.923486,0.19733621
IND110005AAA,-0.117152944,-0.7416364,1.1227772,-0.2995303,1.1494966,-0.2038122,-0.3567437,-0.14689939,0.41318786,-1.1047889,0.70493895,0.95711225,-0.39263263,0.059815716,0.5062661,-0.08932636,-0.044926845,0.50754887,-0.17522797,0.4942695,0.667047,-0.025848586,-1.0155296,-0.5433087,-0.1393062,-0.34978083,-0.5122703,0.102361575,0.04184103,0.26672226,0.11354716,0.09531216
IND312601AAA,0.19986956,-0.3574747,0.73662776,-1.2720063,-0.22642593,-0.3123066,-1.1380892,0.28144863,-0.38426465,-0.41737083,-1.0058861,1.6266301,0.73563844,0.8948767,0.11335378,-0.6794508,-0.7166126,-0.0054037133,-0.6833579,2.0759997,-1.2550045,0.41576976,-0.5920833,-0.3743618,-0.35004872,0.14781787,-0.6872815,-0.11462413,-1.7750454,0.1374801,0.1618133,0.41612452
IND506002AAA,0.0077186045,0.20845535,0.9261492,-0.16243917,0.87381923,0.2858473,0.59313434,-0.9180858,-0.6373327,-0.24543744,0.28211907,0.7084826,-0.251878,0.8650178,1.1323216,0.54937106,0.32730782,-0.2540473,0.41164714,1.5698488,-0.43454874,-0.2826523,0.4226672,0.04877868,0.9212837,-0.47220036,0.117857225,-1.1059929,-0.9440412,-0.7954423,-0.17057207,0.21204732
IND151103AAA,0.8770104,-0.37220117,0.32150695,-0.0964832,0.34841686,-0.72851235,-0.18305714,-0.4084001,-1.4790565,-0.24727944,0.5159954,0.91844004,-0.20134318,1.012302,-1.0731184,0.5388609,-0.2926737,0.33026353,0.5106736,0.9407197,1.1909223,1.3397218,-1.2899352,0.2566074,-0.27731174,-0.1962821,-1.253748,0.041182976,-0.14078598,-0.22661436,-0.4567991,0.35439652
IND222001AAA,0.5034754,0.7170257,0.9471431,-1.8016889,0.2801258,-1.7822297,-0.51468235,-1.1061528,-0.42005745,-1.2354506,0.2026192,0.36487797,-0.38368845,1.8994652,0.90372795,-0.4053113,-0.22711004,0.05837078,0.28879574,0.07710673,0.9461718,1.8072785,0.4839037,0.56907994,-0.46779275,0.22273117,-0.4006543,-0.5891034,-1.3238305,-0.5769872,0.37752652,0.21203296
IND335051AAA,1.0767516,-0.79545426,0.6774832,-0.6844461,1.3750095,-0.7834359,-0.4082958,-0.5559715,0.23490632,0.50492954,0.8144421,0.74785966,0.21211997,0.5508769,-0.24486929,-1.0794929,-0.010230677,0.34349892,0.5014329,1.2132454,0.37860793,0.7815303,-0.69821435,-0.2544519,-0.5347522,-1.6222415,-0.45647705,1.3853754,-1.0101783,0.5713847,0.7920153,0.59392685
IND243201AAA,0.85947955,0.09407845,1.8494234,-1.2848308,-0.2716242,-0.93691045,0.440878,-0.28001273,-0.22080687,0.39556664,-0.30047256,1.0905173,-0.45501652,0.5078557,0.06627117,-0.75751734,0.19333272,1.0727992,-0.24940194,0.0522,0.6652552,1.7506016,-1.8568324,-1.1202441,0.48883536,0.78122586,0.4079718,0.061267737,-0.4643005,-1.2001129,0.86916405,0.55733335
IND465669AAB,0.30411544,-0.014173171,1.02441,-0.19414292,0.88486326,-0.5086484,0.45787683,0.63183385,-0.26674736,-0.3901951,0.5117018,-0.1431214,-0.6956053,0.06936545,1.6294597,0.6788708,0.29706052,0.5140895,-0.80615515,1.148581,0.29827958,-0.18461506,-0.45851928,-0.49609542,-0.29828033,-0.45832822,-0.14752316,0.041038048,-0.3249226,-0.68134445,0.9971732,0.09546098
IND485771AAA,0.55283296,0.05207408,0.9289809,-0.11393027,0.6033908,-1.0347289,-0.29935515,-0.6451598,-0.45213598,0.7497547,0.50453264,1.5640014,0.26394677,-0.092265435,1.1393504,0.8013766,-1.6493872,0.18090948,0.7457477,1.4961193,-0.3638529,1.2943434,-1.4111689,-0.15534148,-0.40348193,-0.8668387,-0.3026161,-0.17880924,0.026162423,-0.5910832,-0.8536433,-0.35353053
IND585307AAB,0.67322826,-0.23402418,0.93717927,-0.7236146,0.8614927,0.2613834,0.15677604,-0.39656088,-0.1321227,-0.36737657,0.788484,0.48400953,-1.6168879,0.18875206,1.4005628,-0.18816236,-0.19735995,-0.07814796,0.5847163,1.4966512,1.0459545,0.87014323,0.4851458,0.18480863,1.3024627,-0.80184066,0.014302134,-0.3754403,0.011911611,-1.2630728,0.80345416,0.42807657
IND506164AAA,1.0569817,-0.046923436,0.5727193,-0.5468386,0.9324707,-0.36406228,0.1051647,-1.013541,-0.8352811,-0.002851426,0.15145518,1.3304818,-0.08025754,0.91382146,1.9448977,0.5812507,-0.21438412,0.41178736,0.7209426,2.4609141,-1.1467206,0.30771556,1.1993899,-0.0065871463,0.35117367,0.81371427,-0.035106614,-1.0701196,-0.5561112,-0.92654955,-0.0150942365,0.16177423
IND388220AAA,-0.0114448415,0.034727838,1.3622097,-0.08797904,-0.1325376,0.24685863,-1.4320575,-0.07968301,-0.442572,-1.0569594,-0.17461833,0.24204382,-0.8954006,0.7762343,0.20914346,0.43808973,-0.099529944,0.63082254,0.9682069,0.72898567,0.30918628,0.76550883,-0.79878914,-1.1447296,-0.047947574,-0.30472088,-0.6610651,-0.74274886,-1.3221138,1.0460997,1.1445923,0.46998098
IND421802AAA,0.79682076,-0.044001024,0.26465848,-0.59993875,0.064093664,-0.38518345,-0.8389808,-0.48683885,-0.48338607,-0.3259033,0.18023266,-0.07401202,-0.7128928,0.44496,0.109820336,0.27229798,0.7955975,-0.116084926,0.33813667,1.0193336,1.2930738,-0.8786471,0.13823718,-0.7629289,0.9757424,-0.8612719,0.17688744,-0.21442685,-1.3220489,-0.4090552,0.45116097,-0.30792522
IND843329AAB,0.6168396,-0.21120362,1.3088756,-0.32172263,0.5254675,-1.2679999,-0.7177331,0.3156592,1.3432541,-0.12163524,0.72869104,0.22250657,-0.12178523,0.053218246,0.4562218,0.46629578,-0.025696378,0.6676112,0.5010123,1.3031046,0.5242791,0.98790264,-0.5488435,-0.66534,-0.50290626,0.32728672,0.9432829,-0.2902649,-1.8344113,0.42496175,-0.22679596,0.60306066
IND203135AAA,0.5334484,-0.13840668,1.3870528,-1.1072577,1.1342658,-1.2041324,-1.067823,-0.112045676,0.027622167,-0.5319845,1.1611928,0.63183224,-1.0760229,0.14811125,-0.53011584,-0.16868167,-0.4530354,-0.75089645,0.120401256,0.84780467,0.5732747,0.45770758,-0.021873176,-0.5197704,-1.2883685,-2.2284427,-0.8115269,-1.2361503,-0.37932712,-0.20009965,0.5750444,-0.023909854
IND845305AAA,0.92105275,-0.18011354,1.336901,-0.40144208,0.49686658,-1.6980875,-0.8694789,0.25976464,1.2637259,-0.2599292,1.0525988,0.3128714,0.059133995,-0.067413054,-0.18180913,-0.15407282,-0.11196216,0.30975664,0.6148423,1.3114452,0.79552335,0.5916507,-0.48923185,-0.69912755,-0.44262114,0.09615051,0.4725373,-0.26486757,-1.7417462,0.5598255,-0.2753436,0.60208786
IND627117AAA,0.9869887,-1.0595256,0.52767915,-0.94113976,-0.21524908,-1.2689095,-1.4472317,-0.3095074,-1.5882819,-0.43044642,1.4901085,1.8433056,-0.5796865,0.25106472,0.29633772,-0.065593414,-0.48962936,0.46601102,-0.2931146,0.80483806,1.004228,0.7067167,0.9357804,-0.1822704,-0.30817387,0.31868285,-0.1175988,-1.0613068,-1.1351821,-0.6833785,1.3416415,0.96397763
IND385001AAA,0.76968956,0.20772325,0.56823474,-0.5840277,0.58923626,0.43368414,-0.7436339,-0.7753253,-1.0656357,-0.8267319,-0.6549042,0.85208136,-0.95606285,-0.07027888,0.8654769,-0.4450972,-0.57680726,-0.52704227,1.2890042,1.7103179,-0.061523397,0.42887652,-0.8294618,-1.0337274,-0.27049103,0.085933425,-1.5695537,-0.27844068,-1.6471065,0.69062954,-0.36110765,0.91399026
IND500010AAA,1.2928939,-0.0029051793,0.49348977,0.36037865,0.68556774,-0.0023513327,0.4148615,-1.0303832,-0.8015204,0.085739255,0.818426,0.5178774,-0.48494875,0.96230996,0.9665665,0.567964,0.34416547,-0.09375389,0.23182747,0.19164659,0.45047542,0.16342491,-0.06235751,0.460655,0.862006,-1.2311406,-0.013537487,-0.21961644,-1.0213155,-0.56991774,0.94040406,0.18529738
IND147105AAA,0.8239314,-0.43426478,0.9940466,-0.37539715,0.44846928,-0.27884468,0.9676663,-0.17717308,-0.6442831,-0.20024489,0.45971054,0.39662394,-0.631781,1.0078034,-0.479932,0.32297617,0.12811641,0.5389537,0.5897392,0.66314286,0.7537145,0.66316456,-1.3009655,-0.03483911,0.12544538,-0.8308465,-0.8405016,-0.42551884,0.5637829,0.19524476,-0.3018908,0.238035
IND843301AAA,0.65583503,-0.32765236,1.3474581,-0.07740852,0.34764767,-1.6202284,-0.92176056,0.37485033,1.2072734,-0.2616438,0.7065847,0.18607248,-0.02025613,0.063220896,0.44725287,0.92832893,-0.07343969,0.7833688,0.43287098,1.3772118,0.3623112,1.0008934,-0.5227162,-0.6340923,-0.5255766,0.33748648,0.72562146,-0.43038562,-1.7883245,0.37671387,-0.16613851,0.4695041
IND732139AAA,1.4453006,0.20258607,0.1990087,-0.55239284,0.8662943,1.267001,0.22373706,0.2834263,-0.28073004,0.14628337,-0.20509139,1.1606168,0.20268868,0.90663654,1.3457221,1.060618,0.19294344,-0.3921023,-0.13005215,0.59644854,0.5189752,1.1859493,-1.0224472,-1.1884463,-1.4138322,0.15022367,0.5841392,-0.5495205,-1.136168,-1.1402642,0.6257264,0.7665161
