center,n2v_0,n2v_1,n2v_2,n2v_3,n2v_4,n2v_5,n2v_6,n2v_7,n2v_8,n2v_9,n2v_10,n2v_11,n2v_12,n2v_13,n2v_14,n2v_15,n2v_16,n2v_17,n2v_18,n2v_19,n2v_20,n2v_21,n2v_22,n2v_23,n2v_24,n2v_25,n2v_26,n2v_27,n2v_28,n2v_29,n2v_30,n2v_31
IND535001AAA,1.2854083,0.31558257,-0.2150447,-0.7683098,0.4063799,0.40432787,0.47787574,-0.6175747,-0.1292896,-1.1145712,0.2847263,0.6102573,-0.16530444,0.7333483,0.5736745,-0.24093118,-0.402759,1.1305037,-0.17102224,0.48009497,0.034856975,0.51288867,-0.84343916,0.45917478,1.4511516,-0.905118,1.2438668,-0.88095284,-1.2869146,-0.70204544,0.17295687,0.6377704
IND364710AAA,2.2256052,0.49253073,0.07224299,-1.2210943,0.34745115,-0.5808295,-0.093059435,0.60445666,-1.0559291,-0.6811247,1.4318479,1.0719593,0.49977794,0.7795084,1.0031625,-0.8179641,-1.5680885,-0.5909001,-0.44383797,0.07052597,0.19362848,1.1724627,-0.7662509,-0.39958343,-0.076258786,-0.3003801,-0.23230684,-1.9742392,-0.6438376,-0.046798583,1.3973265,0.6901939
IND781005AAA,1.0916538,-0.50116813,0.39024934,-0.6573736,0.9300923,-0.19446324,-0.7113812,0.9339565,0.20779881,-0.49470857,-0.36204973,1.600507,-0.9326253,1.0661952,0.1936467,0.2546219,0.90504557,-0.09305415,0.28494456,0.34065503,0.22613896,0.3401859,-0.049940024,-0.23360561,-0.9390025,-0.32038954,0.45179054,-0.42759466,-0.668895,0.057396602,0.00475651,-0.26260892
IND507159AAA,1.0814935,1.028484,1.6170535,-0.38797194,0.9489661,-0.3273532,0.027605755,-0.49856263,-0.030058246,0.390326,0.41917488,0.9151084,-0.6589881,0.11228613,0.5060329,-0.024740117,-0.32852384,-1.1108954,0.008075478,0.94822896,-0.2470921,0.13664152,-0.40528983,-0.6271642,1.282188,-0.5255172,1.1409476,-0.3607421,-0.931207,0.20466924,0.4240546,0.5427873
IND713145AAB,0.98596936,-0.29478198,0.6032079,0.47489047,0.27523682,0.73219,0.08396664,-0.19504729,-0.482567,-0.35363057,-0.56244206,0.53878015,-0.62846786,-0.19364603,0.88116235,0.016289826,0.8383123,0.20372164,0.61759967,0.4358978,1.1001552,0.39199394,-0.79745024,-0.7872547,-0.6561367,0.19144481,1.0637766,-1.067616,-1.2517099,-0.12822655,0.34525973,-0.18444325
IND577501AAA,0.49123865,-0.42579767,-0.067814454,-0.9478298,0.19845143,-0.0364178,0.39095923,-0.6051148,-1.385735,-1.0174695,0.4422703,-0.13468876,-0.015500048,0.1680828,-0.18120764,0.1064908,1.2410771,0.6662203,-0.21428832,1.0757139,-0.031921133,0.07936952,-0.9557196,-0.34129572,0.29483536,-0.27185315,0.22000669,-0.18270211,-0.57442766,0.30937985,0.16918768,-0.0727301
IND721434AAB,1.620433,-0.32231924,0.02217831,-0.794221,0.73652595,1.1191134,-0.71255857,0.062196426,-0.26915509,0.21588548,-0.5441238,0.6708229,-1.1126956,0.89023155,1.4516476,-0.088596284,0.5713576,0.24861716,0.17346145,1.716799,1.052408,-0.5490453,-1.1030035,-0.15923284,-0.787103,0.47630838,0.2750838,-0.60979575,-0.90990156,-0.1699393,0.9061642,0.24418983
IND402109AAA,1.8627864,-1.2107567,0.30678537,-1.8987527,-0.07139721,-0.3971147,-0.8456518,0.17591272,-0.3335155,-1.0404348,1.6300201,1.1210208,0.85351115,0.4888717,0.7901132,0.11833726,-1.4264612,0.1559255,0.5426975,0.85321087,-0.46674284,0.8599746,0.45412084,-0.16090943,0.07868905,-0.64383423,0.20910916,0.76707333,-2.465693,-0.5493556,-0.23887645,0.5499896
IND370110AAA,0.16680038,0.6452077,1.0957352,-0.84909815,-1.5299071,-0.08195365,-0.506532,0.6125754,-0.37055928,-0.96865946,0.11925653,1.4859228,-0.32512885,-0.182527,1.2159935,0.6788751,0.08723075,-0.73901737,1.0392442,2.3229783,-0.15716402,0.77964777,-1.4637815,-0.21010919,0.32379082,0.1024609,-0.114809625,0.22048274,-1.7714628,0.64282453,-0.19936249,-0.012663537
IND560300AAB,1.8257835,1.320626,0.45967337,-1.3028365,0.22630338,0.03118939,0.17680548,-0.5611035,0.050820746,-0.39838406,0.61273307,-0.013233812,-0.19614717,-0.21726538,0.5402715,0.274284,0.6206945,0.9861379,0.30816394,1.0814217,-0.49821782,0.0052308487,-1.4499731,-1.3319026,-0.45789742,-0.93889207,-0.365925,-0.95635045,-0.51133466,0.7368194,0.17306669,0.020706607
IND562108AAA,1.5650531,-0.47372097,0.43603563,-1.037594,0.5808012,0.41763115,-0.48144183,-0.8412724,-0.49252456,-0.98746634,1.0835781,-0.4707262,0.29844275,-0.6325556,-0.25976494,0.2314358,0.81106794,0.5645454,0.5507963,1.701188,-0.16929068,-0.16437182,-0.050507784,-0.15989105,-0.1076561,-0.7136147,-0.116075374,-1.0552579,-0.87879103,0.047934134,1.2007904,-0.3865352
IND673027AAB,1.8500477,1.0645676,0.88088757,-0.4180104,0.18876156,-0.928538,0.06560425,0.5153772,0.4208986,0.87373054,-0.24671309,1.6294096,0.7796451,1.5172567,1.4769177,-1.1655575,-0.6315354,1.1949883,-0.59448755,1.3527098,-0.13776295,1.5969905,-0.40985864,-1.4337041,0.23960553,-1.2231656,0.11985194,0.25620496,-0.5513924,-1.4864421,0.69873816,-0.8527628
IND571432AAB,1.1302302,0.05008534,-0.5687817,-0.67689407,-0.4479506,-0.8761501,0.30144462,-0.1491644,-1.5457132,0.25486544,-0.016754244,-0.3256945,-0.30029407,1.1282257,1.0280424,-0.3069256,0.8564448,1.2952106,1.1190934,1.5042768,0.4140362,0.74042034,-0.2785939,-0.5985935,0.39388782,-0.99362165,0.7535836,-0.764653,-0.66328967,0.2212078,0.6596647,-0.4506344
IND600048AAA,1.1115077,0.17011043,-0.29518247,-0.035705153,-0.17505373,-0.9797599,0.328476,-1.173928,-0.12672193,-1.2331287,0.26179516,1.482702,-0.8659562,0.23295441,0.93902457,-0.9325964,-0.4663404,0.98578477,0.21716692,0.82610494,-0.22100653,-0.032999624,-0.67723846,-0.7427592,0.72238296,-1.6009616,-0.43528175,-1.558117,-0.40171716,-0.77053535,-0.46574068,-0.023599371
IND000000AFR,1.6899656,0.72297496,0.43961266,-0.5956498,0.66074073,-0.9898843,0.23001023,0.52552384,-1.0820351,-1.3850206,-0.38676637,-0.09071618,0.4827407,-0.17923142,-0.027089959,0.73320514,0.58717746,0.296967,-0.24802923,1.3008296,-0.19183733,-0.28411716,-0.025186593,-0.6391719,0.49511427,-0.17057556,-0.4146904,-0.60566974,-0.60026217,-0.14142172,0.5066362,0.3388066
IND606801AAB,1.1717552,-0.12936318,0.4721425,-0.7475005,-0.23330125,0.11616584,0.7433971,-0.4894442,-0.48712596,-1.13525,0.28550303,0.13767403,-0.52202976,-0.3826473,0.107767716,-0.22358441,0.39286417,1.1468395,0.29922697,0.53508043,-0.2596832,-0.6084607,-0.60639113,-0.7024604,0.031572558,-1.584423,-0.36549237,-0.1717582,-1.0907906,-1.0968485,0.1258221,0.70066893
IND303338AAB,1.3015786,0.8087124,0.48451275,-0.11085444,-0.2524737,-1.743976,-0.59903914,0.06814588,0.24703906,-0.03729494,0.95256054,2.1730268,0.7336333,0.27070844,0.016926127,-0.23306529,-0.44139454,0.18595071,0.2224977,1.2192693,-0.7691316,1.0613137,0.06927094,0.38843024,-0.0027104924,-0.49195892,0.07847628,-0.56763285,-1.317882,-1.2906126,1.2682656,0.17858596
IND396321AAA,-0.088393226,0.7145373,-0.086770736,-2.0896568,-0.2129808,0.3643414,-0.033157337,0.49653134,-0.07318196,-0.86130905,1.2199732,0.7565016,0.65751153,0.89237195,0.66414356,0.30124035,-0.22217742,0.7554616,0.54006124,1.4486024,0.36653134,2.3092766,0.14671396,-0.9394426,-0.27071443,-1.3540031,-0.45620382,-0.78168,-1.3322719,-0.07100629,0.26467818,1.5019679
IND301019AAA,-0.21672058,-0.28584066,1.1775968,-0.130439,1.1392365,-0.5089886,-0.38096988,0.5111348,0.48992422,-0.089103274,0.25549188,1.2185637,0.5020341,-0.35529482,0.07593607,-0.31763497,-0.7045246,0.57338184,0.45994446,1.0600404,0.4054709,-0.012566485,-1.3251662,0.00694794,0.67534953,-1.045434,-0.21214351,-1.4136404,-1.0460064,0.084380195,0.06780847,-0.9527548
IND400701AAB,0.27388096,-0.0029695765,0.30757445,-0.37720278,0.6796994,-0.07825135,0.17131357,0.35864893,-0.35169396,-0.5001837,0.19446072,1.0455123,-0.085657746,-0.21528234,0.90064406,0.008608979,0.597476,0.15118523,0.024010431,0.43414283,1.5140142,-0.10211342,-0.35121483,-1.0742956,0.66589,-0.15172692,-0.07243875,0.22115418,-0.5355851,-0.084941976,0.33095992,-0.36324668
IND851127AAA,0.8458815,-0.13598214,1.1887171,-0.5333656,0.4796794,-1.3341084,-0.69501776,0.21370561,1.5017747,0.104654625,0.66309685,0.37666777,0.7175446,0.37638277,0.21969509,-0.12613904,-0.2519072,0.8915473,0.81633323,1.8259783,0.507075,0.87334144,-0.77364904,-0.33217466,-0.44950092,0.42862132,0.7538398,-0.5136591,-1.1483744,0.77865136,-0.271451,0.3502436
IND781022AAA,0.8016197,-0.62586004,0.3918484,-0.6910603,0.91464597,-0.07635931,-0.46333444,0.4575331,0.113113575,-0.59084195,-0.5175071,1.5762026,-0.8410316,0.9308794,0.19300684,0.007013809,1.0138363,-0.08531895,-0.13959293,0.43592706,0.30887628,0.42667577,0.077691495,-0.24737038,-0.8453962,-0.32442594,0.109028704,-0.8790695,-0.5955402,0.30379125,-0.20474085,-0.34788844
IND211008AAA,-0.027164781,-0.30709797,1.3700182,-0.91501385,0.9988952,-0.722307,0.23545079,0.06733288,-0.70892817,0.6850818,0.045936268,1.2014362,0.24611185,0.009431055,1.1490202,1.2799534,-1.1653531,0.39056322,0.9061695,1.8826001,0.029674854,1.3749102,-0.9232791,-0.037357364,-0.5369562,-1.3995532,0.004310263,0.1947637,0.089995526,-1.3773183,-0.5332933,-0.3495515
IND505327AAA,0.91250014,-0.10482027,1.6455245,-0.059739616,-0.43202847,-0.31095213,0.14250822,-0.19205225,-1.0961888,0.22700891,-0.6318545,0.41304603,0.51445514,1.5222031,0.90699714,-0.53281504,0.46003565,-0.44974983,-0.91496944,1.5332853,1.0577017,0.48839283,0.100583635,0.14839394,-0.111937724,-1.1145473,0.31403273,-1.2777027,-0.2669006,-0.86617464,0.99200976,1.5365773
IND515801AAA,0.64519864,-0.07395545,0.74197245,-1.8480093,-0.37975836,-0.30262384,0.9453652,-0.18029374,-0.52312165,0.090568475,0.3603515,0.26286978,-0.23874806,-0.76528466,0.13841322,0.5136168,1.0372771,-0.31897983,-0.8235983,1.60462,-0.027526215,0.09668513,-1.2315285,0.48200879,0.35211265,-1.3044168,0.34221804,-0.2771616,-1.1452885,-1.0736548,0.79085004,0.21255885
IND110037AAM,-0.018149044,-0.5284563,0.98074,-0.5683526,0.93204206,-0.2958244,-0.27477843,0.31005734,-0.12284919,-0.49755597,0.17351177,0.8945651,-0.36905116,0.58529156,-0.21696275,0.3290032,0.06726916,0.08235575,-0.29176638,0.26803264,0.43277866,-0.005907042,-0.39269787,-0.68645,-0.34970337,-0.6063053,-0.16899928,0.15136637,-0.12799798,0.41689882,-0.07845568,-0.4474326
IND416606AAA,0.76595414,-0.3296541,0.50639343,-1.128977,-0.30570158,-1.1804918,-0.40026528,-0.7172763,-0.45210937,-0.082987666,-0.12114759,0.3903005,-0.4968182,0.54069304,0.7056954,-0.8534888,0.15252092,0.63688314,-0.2109194,1.0412352,0.7437711,-0.60446167,-0.24933898,-0.7654109,1.6811743,-0.22551723,0.5995739,-0.015825303,-1.3334625,0.6206936,0.23677748,-0.2731973
IND673506AAA,1.703996,0.93161553,0.8619212,-0.5002517,0.2528258,-0.7537167,0.11950835,0.28464794,0.36487365,0.89544606,-0.27293354,1.4075704,0.7867577,1.4368201,1.4018415,-1.2023237,-0.6872434,1.2539594,-0.49107602,1.5054371,-0.19833612,1.5707011,-0.37727478,-1.385225,0.27172926,-1.1792836,-0.1095137,0.28931844,-0.26402825,-1.5321356,0.5391035,-0.88474554
IND751015AAA,0.77167094,-0.618123,1.0243027,-0.5199153,0.70302767,0.52251804,0.44120136,-0.5907167,0.05226497,-0.67690134,0.23116203,0.19204438,0.71066743,0.9182025,1.1337532,-0.21330324,1.0804172,0.3440928,-0.22578916,0.30101505,0.080884665,0.21676329,-1.5772046,0.0447946,0.32227603,-0.40590462,0.5388758,-0.29586482,-0.5265765,-0.27515453,-0.58431804,-0.06238813
IND341306AAA,-0.31255496,-0.5715259,1.3018011,-0.7575497,-0.10608768,-0.32715535,0.0038138817,-0.18893763,0.236777,-1.420006,-0.1623754,0.69466794,0.58339715,0.6499471,-0.16202232,-0.60076994,0.48000196,0.17539455,0.13257891,1.786596,-0.15782917,-0.06166379,-0.44675112,-1.0137614,-0.8036115,0.030035606,-0.36814022,-0.2533495,-0.040070243,-0.5380607,0.1815607,-0.6568239
IND122503AAA,0.52642673,-1.1119809,1.9687583,-0.46536198,0.6914161,-0.6223921,-0.9205699,-1.1137656,0.12616774,-0.22856529,-0.19913183,0.4556098,-0.492992,1.7235725,0.8344556,-0.32378635,-0.45162445,0.032991793,0.4273956,0.37496787,0.16070765,-0.12642775,-1.5446647,0.6191788,-0.36361352,-0.84454894,-0.51202184,-0.46130222,-0.63286716,0.002373978,0.22481613,-0.46203637
IND274001AAA,0.7187013,-0.10024703,1.4535033,-1.7244868,0.31872162,-0.35466594,-0.25838152,0.5433119,-0.45769763,0.07502001,-0.28833413,0.35001072,-0.6254582,0.1782099,0.8321571,1.2572726,-0.42492437,1.0936233,-0.3780689,1.3777616,0.24680956,1.5920177,1.1158261,0.07312708,-1.0256536,-1.0156294,0.45337257,0.4113684,-1.0832084,-0.3699065,0.56092936,0.20523128
IND734203AAA,1.5766126,1.3792629,0.25883707,-1.6734188,0.1547105,-0.83253103,-0.6925653,0.00131831,-0.9821215,0.40501565,0.98132473,0.65841585,-0.49078566,1.4371569,0.96625185,-0.33681047,-1.2576826,0.59814334,0.83813304,1.0443988,0.36282027,0.7280825,0.7018599,-0.39833292,-1.0590419,-1.1445526,-1.4891324,-0.8852607,-0.23884703,-1.1989458,0.4286509,-0.54124385
IND792001AAA,0.7382683,-0.26409733,0.434447,-0.9041547,-0.10444222,-0.8201444,0.20969415,-0.043006726,-0.30886146,0.35716122,-0.11751142,2.0420177,0.28950298,1.3008913,0.75963354,-0.8852734,1.7047931,-0.3831267,0.6042013,1.2364606,0.45821834,0.98809963,0.87749964,-0.17219563,-0.9155457,-0.7548598,0.31629077,-0.63811123,-1.6454289,0.7546759,-0.039173,0.11022969
IND722122AAA,1.5664284,-0.81203145,0.33335024,-0.7229021,0.32473522,0.25483876,-0.19266799,-0.67282915,-0.40805852,-1.5301818,-0.076305956,-0.024683226,0.26303995,0.27334455,1.4498464,-0.09203826,0.118277356,-0.06098192,0.19230615,0.1279107,1.4695183,0.8774111,-1.0142075,0.33168778,-1.2636104,-0.3142654,-0.0764678,-0.9595955,-1.2058483,-0.25722122,-0.07676946,-0.269899
IND814112AAA,0.56955504,-0.798308,0.8372277,-0.88852894,0.75124687,-0.52841634,-0.10818733,-0.69829506,-0.24066481,0.2799307,-0.13778624,1.5902351,-0.0906659,-0.11741961,1.63004,0.258502,-0.36935747,-0.6633546,0.3867806,1.3945203,1.3540863,0.6389302,-0.75184727,0.29280767,-1.3156328,-0.07030863,1.1536856,0.3510202,-1.107176,-0.6836417,0.5095358,-1.2071762
IND275303AAA,0.960257,0.5292309,1.0887161,-1.7772901,0.69868445,-1.6604329,-0.3928056,-0.9334488,-0.11028015,-1.0997497,0.21933447,0.45823157,0.043237325,1.6461843,1.1136087,-0.04418331,-0.3108646,-0.54393387,0.4319196,-0.052595954,0.44034556,1.893747,0.044307463,0.2235418,-0.019745855,1.025341,0.14660938,-0.62932783,-1.3232217,-0.003968412,0.98184377,0.45564938
IND457661AAA,0.3427225,0.14030127,1.208323,0.4257485,-0.57765007,0.54469377,-0.770861,0.66457194,-0.1537297,-1.1323085,-0.49465775,1.7855983,-0.101945266,0.5967438,1.2589867,-0.52784884,-0.4599933,0.09911704,0.80881953,1.111983,-0.28501672,0.33361155,0.07345955,-1.9177812,0.49890545,-0.9674556,-0.61646295,-0.2866654,-1.6349757,0.12618959,0.09668952,0.8169994
IND431717AAA,1.4089437,-0.8081953,0.40110523,-1.3913602,-0.11574651,-1.057881,-0.27268004,-1.0574923,-0.6260582,0.059179958,0.3623215,0.13294376,-0.061301406,0.3436008,0.9192057,1.1826552,-0.2114653,-0.52136004,-0.0627194,1.293389,0.67806447,-0.4393059,-0.16416846,-1.7107123,1.103027,-0.60440934,-0.047693156,0.36362112,-1.240685,0.29504842,-0.08732668,0.20290953
IND121004AAB,0.12550947,0.011143065,0.6894086,-1.0394788,1.587249,-0.402168,-0.46720073,0.6146122,-0.26189163,-0.522423,0.023124872,0.63040835,-0.23112081,0.29122987,-0.14664368,0.002479439,-0.25834063,-0.07673517,-0.6369832,0.17117713,0.55797267,0.3409727,-1.45393,-0.38645506,-0.35528156,-0.6658063,0.15517186,-0.31600946,-0.68745255,0.967116,-0.08983144,0.29431087
IND209801AAA,-0.011145944,-0.4898123,1.3493218,-0.7768658,1.2245467,-0.6308515,0.110132895,0.0040833144,0.3234064,0.11011496,-0.41543993,0.36210608,-1.0031351,0.5017031,0.89690804,0.4997823,-0.33830845,0.4297254,0.30435133,1.151378,0.73989457,0.33730865,-0.21463124,0.25885013,-0.7231702,-0.7204986,0.5771894,0.27668753,-0.1965767,0.012453285,0.061663445,-0.17476727
IND471001AAA,0.8075754,0.055346817,0.82995033,0.072035484,0.95022815,-1.0312359,-0.45144928,-0.74435157,-0.43129075,0.7726564,0.36640248,1.7325864,0.32261103,0.10249042,0.9227622,0.933026,-1.5529727,0.31059468,0.39094374,1.4077784,-0.35940385,1.2238395,-1.2172678,-0.5632141,-0.49781534,-0.9858005,-0.29658616,-0.057792455,0.099685065,-0.15221174,-0.924116,-0.38576198
IND206001AAA,-0.20205997,-0.22154506,1.2618705,0.31498262,1.0871918,-0.14353915,0.12763834,-0.18112937,0.43609184,-0.82278407,-0.3723629,0.0954546,-0.68634886,0.20523974,0.2363837,0.442399,-0.51042295,0.22308321,0.045940913,1.095871,0.2409772,0.4444254,-0.982528,-0.37897035,-0.11015266,-0.42410785,0.20910655,0.1726149,-0.6092014,0.1314678,0.10377867,-0.30501747
IND788151AAA,1.4284611,-1.0841743,-0.39952058,-1.5096306,0.2638894,-1.4415884,-0.68439376,0.6963389,-0.1742329,-0.4394817,-0.6121872,2.0576046,-0.98647135,1.255679,0.6116052,1.036664,0.5055944,-0.038565643,0.17102322,0.5678066,-0.11895824,0.40914518,-0.56367135,-0.014643791,-0.75340265,-0.17055598,0.08536918,-0.20475863,-0.90973985,-0.14712143,0.097968146,-0.42984688
IND431515AAA,0.95177025,-0.37844932,0.8303529,-1.4991218,-0.13672608,-0.36264333,-0.6396963,-1.1552964,-0.3201651,-0.020500222,0.04631065,-0.3608776,-0.2926192,0.61565757,0.9446691,0.06365036,0.18569273,-0.7674437,-0.47893116,0.80952996,1.0434326,-0.33102584,-0.7916894,-1.2488883,1.350707,-0.82911026,-0.07656341,0.43620726,-1.2872834,-0.28180116,0.10826036,0.05393713
IND487001AAA,0.32459903,-0.61556566,0.8003376,-0.68511015,1.5412048,-1.4215418,0.41980243,0.09464328,-0.6614949,-0.045070775,0.9871534,0.10561561,-0.05889484,0.4462267,1.6082144,-0.2033012,0.70991015,0.099567235,-0.8624526,1.0230397,-0.8807311,0.47776607,-0.49925733,-0.48596033,-0.5450542,-0.5218041,-0.33329147,-0.48720405,-1.037371,-0.5350992,1.3731788,0.3148762
IND305601AAC,0.4518185,-0.8800056,1.1211389,-0.820717,0.8126214,-0.18672808,0.24593008,-0.24302325,-0.64591265,-0.96072274,0.087563895,0.5593917,0.31397405,-0.11860934,-0.4320358,-1.3253386,-0.6041796,0.03693554,-0.34083617,1.7937087,-0.5391978,0.05033351,-0.38838127,-1.4173138,-0.9042367,0.23615314,0.1199795,-0.7815396,-0.80590457,-0.7232191,0.0622851,0.8766443
IND110037AAB,1.2380642,0.45551884,0.902698,-0.6531463,1.6429921,-1.5250844,-0.10212167,-0.09942703,-0.41171467,-0.89440507,-0.20724839,2.535266,0.5632922,0.47752917,1.6883732,-0.5066327,-0.96054024,-1.0757082,0.93634135,0.041988213,0.62424994,0.72396034,-1.2386137,-0.69275016,-0.18063158,0.35541376,-1.3251898,-0.4002781,-0.61459607,-0.7848382,-0.0038568233,1.93349
IND363520AAC,2.1230283,0.4406053,0.06963835,-1.2166713,0.31935677,-0.57376665,-0.15214145,0.47657773,-1.0221297,-0.5684498,1.4007864,1.0898751,0.46757475,0.7799607,0.9605652,-0.74791425,-1.5866421,-0.5444475,-0.37601113,0.097559154,0.18064843,1.1388403,-0.74782556,-0.34367836,-0.027144942,-0.24763733,-0.2581555,-1.8609123,-0.57144773,0.065621465,1.3413897,0.6661064
IND791109AAA,0.8735194,0.7759997,0.22313957,-1.0903337,1.2924312,-0.41498655,-0.52399814,-0.18070385,0.33149508,0.46213746,-0.07352605,2.261943,-1.2090818,0.4405074,-0.26246935,-0.22200437,0.7229232,1.5174853,0.773162,1.0756423,0.51856697,0.9140385,0.12046178,-0.20771053,-0.3022971,0.705544,-0.4252055,-0.47941384,-1.2864363,-0.23617758,1.1505737,0.9686694
IND624619AAA,2.437182,0.5821045,-0.43060791,-1.0106597,-0.056931958,-0.2181306,-1.3226552,-0.6997041,0.15317263,0.35628736,-0.40655178,1.9506041,0.34913382,-0.5795866,0.2228511,-0.59367204,0.2686471,0.35961968,0.4159783,1.8369389,0.8818724,0.57730967,0.07839996,-1.0463305,-0.26302385,-0.7072601,0.3541465,-0.8776787,-0.3955931,-0.859711,-0.0770342,1.783415
IND781014AAA,0.8277709,-0.33441377,0.65893555,-0.8012795,1.1992221,-0.3599341,-0.4554628,0.42748454,0.24055026,-0.7925691,-1.1340766,1.6218504,-1.1304405,1.0580628,1.0247228,0.5167797,0.92540044,0.35225937,0.16070321,0.26011777,0.8317614,0.8404182,-0.24050668,-0.166112,-0.079757266,-0.33836338,0.11120179,-1.3292879,-0.46438426,0.72642726,-0.6064882,-0.54360026
IND261001AAA,0.8364162,-0.3617056,0.46957085,-2.0691056,0.25579256,-0.3687118,-0.90875036,1.1622657,-0.5829934,-0.6041245,-0.4547586,1.4213152,0.038739063,1.0275452,-0.39700216,0.92256796,-1.120329,0.24675739,-0.5203432,0.5956182,-0.19970128,1.730534,-0.15561639,-0.32385567,1.0206411,-0.35781288,-0.925031,-1.3861985,-1.6413978,-1.6584036,1.2534748,0.6975412
IND160003AAA,0.353472,-0.64116436,0.6908682,-0.2617941,0.7384657,-0.69801056,0.75960493,-0.09715187,-0.5318817,-0.71106476,0.78934747,0.71834856,-0.53803754,0.80630946,-0.8357533,-0.08990752,0.02377978,0.37913346,0.49075043,0.77969867,0.52890015,0.5802572,-1.1170511,-0.17053454,0.48515704,-0.3164798,-0.29582474,-0.993187,0.42051253,-0.002162363,-0.11125268,-0.13646342
IND421601AAB,-0.34069237,0.1941796,0.2889306,-0.25178567,0.5030411,-0.18620121,0.33140835,-0.21759325,-0.81627405,-0.49699312,0.068912864,1.0118725,-0.12558417,-0.28884682,0.8672308,0.21648246,0.46439406,0.0107367085,-0.010484082,0.56810486,1.1497334,0.0025826786,-0.7841427,-0.8572096,0.3810038,-0.5969335,-0.13440524,0.21053225,-0.71342325,-0.12791407,0.60516214,-0.745627
IND504215AAA,0.7472625,0.6188733,1.1293106,-0.07268398,0.17622235,-0.3994245,-0.12186339,-1.3648307,-0.74133706,0.33398384,-0.39164472,0.47713113,0.36153302,1.0623479,0.3692359,-0.40454337,0.5861452,-0.7394077,-0.6420893,0.8511087,0.8787359,0.44662794,-0.010751113,0.30877024,0.7089216,-1.2201389,0.25752038,-0.56981903,-0.71966815,-1.1966735,0.65976924,1.0544657
IND302026AAA,1.2415398,0.76873505,0.4269329,-0.09389017,-0.27889535,-1.748683,-0.63191664,-0.08373423,0.11198232,-0.06869438,0.9209253,2.0829396,0.5713924,0.17010635,0.077363715,-0.16081302,-0.28976235,0.17399085,0.15867999,1.2004818,-0.82839197,1.0223764,0.08648677,0.37154874,-0.052825604,-0.39622772,0.0662884,-0.49048248,-1.1331462,-1.2506789,1.1306983,0.23928279
IND273155AAA,0.6879205,-0.23952991,1.3936892,-1.776756,0.4327562,0.06386117,-0.14455836,0.36803582,-0.28009477,-0.1399208,-0.34760275,0.69595075,-0.8059313,0.1250573,0.61013764,1.2195065,-0.9977309,0.7014245,-0.015386223,1.7385833,0.69341886,1.5104818,0.9486038,-0.04543011,-1.1046847,-0.971228,0.6323269,0.39352342,-0.7241403,-0.23253374,-0.13159448,0.06585077
IND812002AAA,0.5617362,0.738566,1.8012309,-1.4637935,-0.089568526,-0.8525955,-0.45826116,0.24898298,-1.5093042,0.59650165,0.6059085,1.0716904,1.2481916,0.18477435,0.78941333,0.84424853,-0.58858615,-0.10058774,-0.19091834,0.7767878,0.6548982,0.8970838,-0.14796452,-1.2445877,-1.3239964,-0.13422225,-0.9690814,-0.3278786,-1.3220589,-2.2458942,-0.3217335,1.4632194
